,name,rate,review
2691,라홍방마라탕 감일점,,"-재료 담을때 알배추에 머리카락 붙어있었어요-재료 다 담고 무게 재는데 사장님이 맨손.으로 제가 담은 재료를 그냥 만지시면서 들춰 꼬치가 있는지 보시네요 ㅋㅋㅋ 이게 맞나요???-결제만 하시는거지만 주방에서 설거지용 앞치마 메고 홀 나오고 주방에선 마라탕도 만들고 설거지도 하겠죠??주방보는 사람 홀보는 사람이 따로 있는 이유와 주방에서도 설거지,요리하는 사람이 다 나뉘는 이유가 없네요 여긴-가게는 전반적으로 깨끗하고 크고 인테리어가 예뻐요-하지만 위와 같은 상황이 지속되면 좀 멀더라도 다른가게 이용할거같아요"
2692,타타스 하남미사점,,베이글 최애 맛집🧡
2693,타타스 하남미사점,,베이글 부드럽고 너무 맛있음
2694,타타스 하남미사점,,베이글 맛있어요
2695,타타스 하남미사점,,베이글하고 무화과 크림치즈 너무 맛나요🩵
2696,타타스 하남미사점,,지나치다 캐릭터 그림이 너무 예뻐 들리게되는 곳 ㅎㅎ🥯모카슈크림베이글&무화과베이글&대파크림치즈포장해서 맛있게 먹었습니다!!
2697,타타스 하남미사점,,"잠봉뵈르 베이글, 베이글 핫도그,, 플레인 베이글, 블랙 베이글, 바질 롤치즈 베이글을 아침 대용으로 먹으려고 포장해 갔어요. 잘 포장해주셨고 보관법도 상세하게 적어 주셨어요.핫도그나 잠봉뵈르는 냉장고에 두고 2일내에 먹었고 나머지는 냉동보관으로 10일 지나 먹었어도 맛에는 차이가 없었어요., 셋트대로 사는게 조금은 저렴한것 같긴한데 저는 먹고싶은것 위주로 샀어요. "
2698,타타스 하남미사점,,베이글 너무 부드럽고 치즈종류도 많아요그중 무화과 치즈크림 대박 맛있음😘
2699,타타스 하남미사점,,크림치즈양이 많아요. 잘 먹었습니다~
2700,타타스 하남미사점,,베이글 맛집~ 치즈 종류도 많고 무화가 치즈크림 존맛탱!!오래오래 장사하면 좋겠어요~~~
2701,타타스 하남미사점,,"누리공원 산책 후 방문한 까페.모통이에 있어 매장좌석이 외부를 볼 수 있는 창이라 답답하지않고, 베이글도 따뜻하게 데워주셔서 맛나고, 스프또한 맛있게 먹었습니다."
2702,릴리 시나몬,,"들어가자마자 유럽에 온 듯한 느낌이 들어서 기분이 너무 좋더라구요. 운동 끝나고 브런치 먹고 왔는데, 메뉴도 정말 다양하고 메뉴 시킨 것 마다 다 맛있어서 깜짝 놀랬어요. 남편이랑 정말 재밌게 즐거운 시간 보내고 왔습니다. 추천해요."
2703,릴리 시나몬,,"와 여기 진짜 맛있네요 장모님이랑 같이 갔는데 감탄하면서 먹었어요 토치크림 스파게티, 꼬끼아주 칠리, 머쉬룸 트라플 핀사 먹었는데 조합도 너무 좋았어요 ㅎ 갑자기 찬바람 불어서 좀 추웠은데 꼬끼아주 칠리 먹으니 속에서부타 열리 올라와서 뜨끈하게 지질수있어요 ㅎ 장모님은 스파게티가, 외이프는 핀사가 제일 맛있었대요 지하주차장에 무료주차가능하고 아기의자도 있어오"
2704,릴리 시나몬,,처음방문했는데 완전 반하고 왔어요음식이며 분위기며 손님도 외국분들도 계셔서  해외분위기도 나고가족외식 제대로 하고왔네요파스타랑 스테이크 존맛탱 입니다앞으로 지인모임은 여기서 하는걸로^^
2705,릴리 시나몬,,"미사역브런치 맛집 릴리 시나몬 다녀왔어요! 스테이크, 토치 파스타, 굴라쉬 모두 맛있었어요~바게트 좋아하는데 여기 바게트도 너무 맛있어서 매콤한 굴라쉬와 아주 잘 어울렸어요!! 토치 파스타위에 치즈 아주 듬뿍 들어 고소하니 쫄깃하고 아래에는 토마토와 야채도 많더라구요~양이 많다 생각했는데 너무 맛있어서 싹싹 긁어먹었네요! 테라스도 있어서 엄마들 모임으로 또 다녀와야겠어요~"
2706,릴리 시나몬,,"음식 하나하나 다 맛있고한 단계 높은 차원의 양식집이네요.파스타, 스테이크는 기가 막히고굴랴쉬도 담백하니 너무 맛있어요.잘 먹었습니다"
2707,릴리 시나몬,,릴리시나몬 네번째 방문✌️ 오늘은 로제바게트 메뉴 첨으로 먹어봤는데 환상의조합에 또 한번 감탄하고 갑니다🥹 맥주맛집이라 아기만 아니면 생맥을 연거푸 3000cc 먹을뻔 했네요 ㅋㅋ 분위기좋고 맛도 좋은 릴리시나몬 사장님 계속 미사에 있어주세요🙏
2708,릴리 시나몬,,머슬앤머글 혹시라도 재개업 하시는지 매년 한두번씩 검색해보다가 이번에 드디어 얻어걸려서 방문하게 되었습니다.. 마포구에서 하남까지 1시간 20분 걸려서 갔어요🥹 남편이랑 결혼전에 데이트 했을 때 자주갔었고 즐겨 먹었던 음식을 거의 10년만에 다시 먹으니 예전 추억이 새록새록 돋아나면서 너무 행복했습니다. 제발 오래오래 영업해주세요...!!!
2709,릴리 시나몬,,해가 질때 방문했는데 야외분위기에 이끌려서 들어갔어요!! 외국 느낌 물씬 풍기는 내부도 멋지더라구요! 재료를 아끼지 않은 맛에 감탄 연발!! 미간에 주름이 쫙-♡ 음식이 만들어진 시간에 비해 너무 빨리 먹어버리는 센스 ㅎ정말이지 스테이크의 고오급진 소스에 너무나도 부드러운 육질에 감동감동 😍 치즈가 쫙쫙 늘어나 끊어먹기 힘들었던 치즈풍미 가득 크림파스타⭐️⭐️⭐️⭐️⭐️ 오징어튀김에 레몬뿌려 토마토 소스와 찍어먹는데 이것도 BEST예요 너무 맛있어요 👍 날이 선선해지면 야외에 맥주한잔하러 또 출동할께요!!
2710,릴리 시나몬,,"너무너무 맛있어서 깜짝놀랐어요. 예전에 유럽여행갔을때 먹은것보다 더 맛있는데요??? 진짜 미사역에 이런 맛집이있었다는게 ㅠㅠ 너무 행복해요 특히나 이런 이국적인 음식을 먹고 싶었는데 <릴리시나몬>이 딱이에요. 야외 테이블도 너무 예뻐서 가을에 브런치,모임, 가볍게 술한잔하고 싶을때 또 오고 싶어요 💛✨️ 너무 맛있게 먹고 가요 >  < 데이트,모임,가족외식에 추천꾸욱👍👍"
2711,릴리 시나몬,,하남미사 브런치 맛집 릴리시나몬 다녀왔어요 😍주말에 브런치 먹으러 갔는데넘넘 맛있었어요 😄😋연어샐러드는 상큼하고굴라쉬는 개운하면서 소고기도 많이 들어서진국이었어요 😍저희 아이는 토치 크림 스파게티엄청 잘 먹더라구요 치즈랑 감자가 많이 들어서 진짜 맛있었어요 🥰알리오 올리오도 담백하고마늘도 많구요논 알코올 칵테일 슬러쉬도피나콜라다 먹었는데아주 좋았어요 👍😊하남 미사 브런치 맛집으로추천해요 😄
2712,화포식당 미사강변점,,집앞인데 가보자가보자햇지만늘 가던곳만 가는 제게 쉽지않앗던그런데 신랑이 오늘은 여기를 가보자하기에 따라갓습니다 맛있더라구요 ~^^집앞 고기맛집 찾앗네요 고기도 구워주시니 좋아요
2713,화포식당 미사강변점,,고기 맛있게 먹고 왔네요.
2714,화포식당 미사강변점,,또간집👍 맛있당!!
2715,화포식당 미사강변점,,고기가 맛있어요 반찬도 맛있고요
2716,화포식당 미사강변점,,친절
2717,화포식당 미사강변점,,아이들 먹이러 가서 돼지갈비 시켰는데다 구워준다길래 갔더니 왜이리 탄데가 많은지 가위로 다 잘라내느라 아주 번거롭네요그리고 냉면은 뭐 식초를 부어서 가져오나?원래 식초 안뿌리고 먹는 사람인데 너무 시큼했음프랜차이즈가 아니라 그냥 동네 고기집 느낌
2718,화포식당 미사강변점,,"화포식당 갈비살이 맛있다해서 먹으러갔는데 미사점은 갈비살이 없네요그래도 삼겹살, 목살, 오겹살, 돼지갈비 다 맛이 괜찮고 직접  구워주셔서 먹기 편했어요"
2719,화포식당 미사강변점,,고기 구워 주시고 와사비 젓갈 찍어 먹는데 맛있어요여기는 갈비랑 삼겹살이 정말 맛있어요
2720,화포식당 미사강변점,,고기를 맛있게 잘구워줍니다 
2721,화포식당 미사강변점,,굿
2722,뱃살도둑 감일점,,너무 맛있게 먹은지 3개월이나 돼가는데 이제야 리뷰를 쓰네요🥹 우선 닭가슴살 너무 부드럽고 구운야채랑 조합이 너무 좋아서 식단하는 느낌이 아니고 치팅데이 같은 느낌이에요^^ 그리고 사장님이 너무너무 친절하시고 밝으셔서 올때마다 기분좋아지는 매장입니다! 제가 이동네에 있는한 평생 올거같아요^^ 감사합니다 사장님^^ 건강하시구요. 뱃살도둑 감일점 강추합니다! 기분좋아지고 싶은분들 자주 드세요!😍
2723,뱃살도둑 감일점,,"비오는 날. 수면마취치료 마치고 너덜너덜한 컨디션이었는데 기사노릇 해준 동생이 포케를 먹고 싶다는 거에요. 전 뜨끈한 국물이 먹고팠지만 아픈 언니를 위해 수고한 동행픽이라 안내키는 마음으로 찾아간 곳입니다. 일단 주차 편하고(신축이라 그런가 현재는 주차무료), 매장이 쨍한 그린컬러로 시원깔끔합니다. 1인주방 겸 사장님이 다 하시던데 사장님 텐션높고 오가는 손님+배달원들에게 하나하나 인사하시고 참... 이쁘시더라구요 ㅎㅎ 메뉴는 안타깝게도 제가 좋아하는 아보카도 없는게 흠이라면 흠이지만 푸짐하고 맛있고 기분좋게 잘 먹었어요. 보통 추어탕 삼계탕 같은 거 먹으면 몸보신한 거 같고 그렇잖아요. 저는 샐러드 먹고 속이 편해서 참 좋았네요. 2층복도 끝가게지만 번창하시길^^ 병원진료 갈 때 또 들를게요."
2724,뱃살도둑 감일점,,"신선하고 맛있어요! 연어랑 닭가슴살도 든든했고 견과류도 병아리콩, 아몬드등 다양하게 들어있습니다. 오리엔탈소스가 깔끔하니 좋았습니다. 집근처에 샐러드가게가 생겨서 가볍게 먹을겸 포장했는데 만족스럽네요ㅋㅋ 종종 사먹게 될꺼 같아요~"
2725,뱃살도둑 감일점,,맛있게 정신없이 먹느라 처음 나올때 사진이 없네요. 샐러드가 신선하고 사장님도 친절하시고 좋아요.
2726,뱃살도둑 감일점,,사장님이 엄청 친절하세요 !!늘 감사합니다아앙🎀
2727,뱃살도둑 감일점,,여기 진짜 맛있고 샐러드 먹으면서 배부르다고 느낄 수 있는 곳이에요!!!! 사장님이 되게 잘 챙겨주시고 위생에도 신경 많이 쓰시는게 느껴져요 덕분에 진짜진짜 잘 먹고갑니다❤️❤️ 자주 올게요!!
2728,뱃살도둑 감일점,,두번째 방문인데. 처음 구운버섯샐러드 먹고 너무 놀라서 오늘 두번째로 또 갔어요~~!! 어제 먹고 너무맛있어서. 오늘은 남편이랑 한개씩 먹으려고 포장해왔는데. 음식 퀄리티나 맛은 물론이고 여자사장님도 너무너무 친절하셔서 또 가고싶은 집이예요~~!! 진짜 제가 먹은 샐러드 가게중에 제일 깔끔하면서 재료종류나 메뉴도 다양하고 맛도 엄청 맛있어요. 이렇게 다이어트하면  너무 쉽게 다이어트 할것같네요❤️❤️여자사장님이 너무 좋으셔요~
2729,뱃살도둑 감일점,,감일동 인근에 배달 가능한 샐러드집 다 먹어봤는데 여기만한데가 없네요. 포장해서 와이프랑 둘이 저녁으로 먹었는데 한끼 식사로도 손색이 없습니다. 닭가슴살이 부드럽고 야채도 싱싱해요. 무엇보다 사장님 사모님이 직접 조리해 주셔서 더 믿음이 가고 좋았습니다. 메뉴는 셀러드와 다이어트팩으로 크게 두종류인데요. 사진을 보시면 대략 차이점이 보이실거에요. 두메뉴 모두 용도에 맞게 잘 짜여진 구성 입니다. 같이파는 주스류도 즉석으로 갈아서 만들어 주시네요. 맛있어요. 앞으로도 퀄리티 변함 없이 오래 하셨으면 젛겠어요. 화이팅👏🙌🎉
2730,뱃살도둑 감일점,,항상 갈 때 마다 친절하시고 샐러드도 맛있어요!!서비스도 최고입니다 👍 👍 !!
2731,뱃살도둑 감일점,,매장에서 먹었는데최근에 오픈해서 매장 깔끔하고사장님이 너무 친절하셨어요.중요한건 양이 넉넉하고 신선해서 좋았어요 소스도 너무 맛있었구요샐러드라 혹시 양이 적을까봐 토핑을 추가했는데안해도 될뻔. 완전 배불러서  야채들은 다 신선하구  고기도 냄새안나고질기지 않고  기대 안했던 현미밥도 맛있었어요오픈 서비스로 무가당요거트랑 그레롤라 주셔서너무 잘먹었어요  번창하세요
2732,카페 루가노,,"밥 먹으러 지나가다가 발견한 카페!한쪽이 통창이어서 가게 내부가 잘 보인다. 매장이 너무 잘 꾸며져 있고, 따뜻하고 차분한 분위기여서 좋다.따뜻한 라떼랑 치즈케이크 주문!라떼 아트가 가장 먼저 시각적인 즐거움을 주고, 거품이 부드럽다! 우유의 고소함 약간, 산미가 거의 없고 원두 향이 은은하게 나서 부담없이 먹을 수 있다. 라떼는 산미가 있어야 맛있다고 느끼는 사람인데도 불구하고 맛있게 먹었다😋 치즈 케이크는 촉촉함 70%, 꾸덕함 30%인듯. 말해뭐해👍라떼가 맛있어서 디카페인 아아 추가 주문~이상하게 아아는 맛있어도 디카페인 아아는 맛이 없는 경우가 많아서..걱정했지만 나름 성공:)첫입에는 원두향이 훅! 들어오고 입안에서 감돌다가 끝맛에 산미가 느껴진다. 산미 좋아 인간은 만족스럽다😘"
2733,카페 루가노,,"인테리어 자연친화적이면서도 모던하고 따뜻한 느낌에 애용하는 카페에요. 커피도 맛있고 플랫화이트도 추천할만 하고, 여름엔 특히 수제 팥빙수가 최고! 🙌 초록 뷰가 시원해서 가서 멍때리도 오면 업무 중간에 휴식이 되고 힐링이 되는 느낌이라 너무 좋습니다."
2734,카페 루가노,,너무이뻐서 주말마다 남편과 아이랑 옵니다.. 남편이 지나가다 발견한 곳이라고 말해서 왔는데 풀잎뷰와 이쁜 인테리어덕에 카피마시며 멍때리고 책보기 너무좋아요. 커피도 너무맛있습니다❤️
2735,카페 루가노,,창밖이 자연 정원뷰로 멋져요.커피가 맛있고 팥빙수는 국산 팥으로 많이 달지않았지만  단걸싫어한다고 하니   팥을 따로 주시는 센스. 조용하면서도 분위기 쥑이는 음악에 힐링되는 시간이었어요.담에 또 뵈용.
2736,카페 루가노,,"카페 들어오는 입구가 뚫려있어서 쾌적하고, 통창으로 보이는 푸릇푸릇한 자연이 커피맛을 더 향긋하게 해주는 것 같아요!"
2737,카페 루가노,,너~~무 좋은 분위기라떼도 진짜 맛나네요~♡♡분위기도 맛도 굿굿라떼 꼭드셔요.~^^
2738,카페 루가노,,크로플세트 최애 메뉴! 올때마다 빼놓을 수 없음! 분위기 좋고 사진 찍기도 좋음 여러모로 눈 코 입이 즐거운 집.
2739,카페 루가노,,비 오는 날~ 칭구따라 쉬러왔어요🤭🤭🤭평안한 시간 보내고 갑니다💯💯💯
2740,카페 루가노,,분위기도 좋고친절하셔서 만족해요.인테리어도 이쁘고 커피도 맛있어요.
2741,카페 루가노,,처음 왔는데 분위기도 좋고 커피도 너무 맛있네요!!! 자주 와야겠어요👏👏
2742,삼형제김밥 미사점,,"키즈카페에서 포장해온 꼬마유부김밥이에요~워낙 다른메뉴도 맛있게 먹었던터라 지인들한테도 입소문내었던곳이에요!  어른들은 크래미샐러드,얼큰이고추유부,참치유부,원조유부 시켜서 떡볶이시켜서 골고루 먹었어요ㅋ 친절하신 사장님께서 엄마들도 초콜릿후식 챙겨주시고, 꼬마김밥엔 비타민도 붙어있는 센스♡감사합니다 ~"
2743,삼형제김밥 미사점,,진짜 너무 맛있고 완전 알찬 김밥에 사장님도 왕친절.. 사장님이 초콜릿까지 주셨어요🥹💛 리뷰들이 다 좋은 이유가 있었네요. 식혀서 포장해두시니까 바쁠때 후딱가서 사와서 먹기 좋아요! 매번 편의점 김밥 먹다가 한번 먹어봤는데 이제 편의점 김밥 못 먹을것 같아요 ㅠㅠ 유부가 이렇게 김밥에 잘 어울리다니..🧡 미사 최애 김밥집이 되었습니다 사장님 번창하세요!!!!
2744,삼형제김밥 미사점,,유부가 들어간 삼형제 김밥 좋아해서 종종 먹어요. 오늘은 아들이 좋아하는 참치김밥을 사왔는데 맛있다고 잘 먹던 아들이 맛은 있는데 비주얼이 좀 아니라고.ㅎ 왜그런가 봤더니 좀 그렇긴 하네요.
2745,삼형제김밥 미사점,,"김밥, 정말정말 맛있어요~와사비참치유부김밥이랑 매콤오뎅유부김밥 먹었는데 정성이 느껴지는 맛이에요! 사장님 너무 친절하시구요^^"
2746,삼형제김밥 미사점,,와 처음 방문했는데 양도 많고 재료도 신선하고 너무너무 맛있어요!! 김밥은 무조건 여기입니다 ㅎㅎ
2747,삼형제김밥 미사점,,"가족여행 가면서 아이들은 햄맛살, 어른은 김치참치랑 참치 먹었는데 다 맛이써요어찌나 뚱뚱한 김밥인지 인심 진짜 후하셔요서비스로 초콜렛도 넣어주시고 감사합니다 사진은 햄맛살이고. 다른건 차안에서 허겁지겁 먹느라 못찍었네요.우엉이 넘쳐흘러요ㅋㅋ대량으로 공장에서 만드는 찐득한 우엉 아니고 아삭거리고 담백한 ..직접 조리 하신게 느껴집니다김밥은 무조건 여기입니다~~^^"
2748,삼형제김밥 미사점,,고추유부김밥괜찮아요.알싸한 매운맛이에요.
2749,삼형제김밥 미사점,,일마치고 출출하니~~맛있는거 없나 방황하다 들렀어요☆주인 사장님 너무 친절하시고요유부에 김밥 참치 너무 조합이 맛있었어요라면에 김치에 김밥 저녁 한끼 뚝딱 =>>> 완전 추천합니다^^이번에 새로생겨서 처음 가 보았는데 간단하고 가성비 넘치는 먹거리를 원하신다면 만족하실거에요!!
2750,삼형제김밥 미사점,,아침일찍 갔는데도 오픈해있어서 좋았어요.
2751,삼형제김밥 미사점,,재료가 신선하고 맛있어요.
2752,도미노피자 하남감일점,,포장해가면 싸니까 좋아요
2753,도미노피자 하남감일점,,맛있고  이용하기  돟아요
2754,도미노피자 하남감일점,,맛있어요 맛있어요 맛있어요 
2755,도미노피자 하남감일점,,여기 토핑 진짜 아끼는티가 너무 나네요..솔직히 피자중에 도미노피자를 젤 좋아하는데다른 지점 이용하다가 가까워서 여기로 옮겼는데다시는 안갈겁니다.아무리 아껴도 피자 네임은 블랙라벨처럼 하곤토핑수준은 저렴이 피자보다 못합니다.
2756,도미노피자 하남감일점,,피자 배달 시켰는데 다 식어서 .... 이게 먼가요? ㅠ 에휴 .. 그냥 먹어요 . 다 식어서 ... ㅠㅠㅠㅠㅠ 데워 먹어야 할것 같어요 
2757,도미노피자 하남감일점,,두판 맛있게 먹었네요
2758,도미노피자 하남감일점,,목요일 1+1 으로 맛있게 잘 먹었습니다 자주 사먹으러 갈것 같습니다
2759,도미노피자 하남감일점,,포장해서 먹었는데 맛있어용
2760,도미노피자 하남감일점,,"역대최고로 토핑 적어서 깜놀..고르곤졸라 시킨줄 알았네요, 사진찍어놓을걸 후회중.."
2761,도미노피자 하남감일점,,좋아요
2762,코우게츠,,"모츠나베랑 연어 먹었어요 !!날이 추워지니까 나베 정말 강추 드립니다..국물도 담백하고 곁들여 먹는 소스가 매력있었어요~연어도 신선하고 너무 맛있게 먹었습니다 ^^!연인끼리 가기좋을것같아요, 분위기도 좋고 대화하기 좋은 곳입니다."
2763,코우게츠,,"안주가 너무 맛있는 이자카야에요시원한 기린생맥주와 잘어울리는 안주들이 가득이고,대화하기 좋은 분위기와 은은한 조명이 너무 좋았어요.❤️미사역에서 가까워서 술한잔하고 지하철이용하기 편해요사장님도 친절하셔서 완전 만족스러웠어요👍"
2764,코우게츠,,저녁에 동생이랑 가볍게 한잔하고싶어서 왔는데 밀푀유나베 너무 맛있고 명란이 오이보다 많아서 행복했어요👍👍👍 술맛 적게 나는 하이볼 추천받아서 유자하이볼도 먹었는데 달달상큼하니 딱이었네요!
2765,코우게츠,,자주 가던 술집 메뉴 리뉴얼해서 재방문햇는데 역시나 맛있고 가성비 너무 좋아졌어요ㅠㅠㅠ 언제 가도 항상 좋네요🔥❤️ 사장님 돈방석에 앉으세여🤑💰💵미사 방문한다면 한번 꼭 가보세요👍
2766,코우게츠,,맛있어요 우니와 단새우가 입에서 녹네요
2767,코우게츠,,안주 너무 맛있고 리뉴얼 하면서 가격 저렴해져서 좋아여 ㅎㅎ 👍👍
2768,코우게츠,,미사역 근처 분위기 좋고 얘기하기 좋은 감성잔잔 이자카야 맛집이에요~복잡한 메인거리에서 살짝만 더 들어오니 이렇게 분위기 좋은곳이 숨어 있었네요.안주는 스키야키와 타코야키 먹었는데 너무 맛있어요. 시원한  하이볼과  마무리로 맥주마셨어요. 다음엔 다른안주 먹으러 또 방문할꺼예요^^
2769,코우게츠,,미사이자카야 코우게츠에서 밀푀유나베 뿌시고 왔어용~ㅎㅎ 이자카야에서 밀푀유나베 파는곳 흔치않은데 진짜 맛있었고 국물도 끝내줘요.. 심야영업까지 하셔서 1차든 2차든 언제든 방문하기 좋은곳><💓
2770,코우게츠,,메뉴가 너무 맘에들고 특히 설탕토마토 기본안주가 너무 센스넘치네요!
2771,코우게츠,,매장도 깔끔하고 스지오뎅탕이랑 백합찜도 맛있어요사장님도 친절하세요 !! 추천추천
2772,우리동네밥집 미사본점,,"돈까스제육볶음이랑 쫄면, 야채김밥 먹었어요. 음식이 양이 많고 맛있어요. 두가지 음식을 한번에 먹을 수 있는 메뉴가 많아요. 학생들이 가기 좋을듯 해요. "
2773,우리동네밥집 미사본점,,집이 가까워서 배달 시킬까하다가 포장했는데 조리환경도 깨끗하고 무엇보다 너무 맛있어요ㅎㅎ
2774,우리동네밥집 미사본점,,앗 있엉ᆢ.
2775,우리동네밥집 미사본점,,김밥이 맛있어요
2776,우리동네밥집 미사본점,,김밥 진짜 맛있네요👍👍👍
2777,우리동네밥집 미사본점,,맛없어요 그냥 먹을만식사시간에 김밥주문한다고 하는 정신나간 아줌마있음 포장해주고 김밥싸시는분은 친절해요
2778,우리동네밥집 미사본점,,맛있네요!!!
2779,우리동네밥집 미사본점,,김밥 큼직하고 맛있음
2780,우리동네밥집 미사본점,,음식점 청결도에 민감한 편인데깨끗하고 맛있네요다음에 또 올께요! 
2781,우리동네밥집 미사본점,,또 왔어요맛있네요
2782,효하우스 골목길포차,,광어회 진짜 맛있어요!! 늘 그립고 생각나는 맛이에요. 이날은 사장님 강추메뉴 새우구이!! 역시 믿고 먹는 효하우스!!! 사랑합니다 사장님~~~ 또 갈게요!!
2783,효하우스 골목길포차,,숙성광어회 맛집!!안동소주17도  병이 예뻐서  먹어봤는데   엄청 쎘어요~ㅎ
2784,효하우스 골목길포차,,아늑하고 말그대로 골목에있는 포차 친한지인이랑 광어회 먹으러 자주가곤 합니다
2785,효하우스 골목길포차,,두번째 갔는데 회도 해산물도 신선하고 맛있어요 또 재방문 예정입니다
2786,효하우스 골목길포차,,편하게 마시기좋은 골목길포차
2787,효하우스 골목길포차,,
2788,효하우스 골목길포차,,양도 푸짐하고 재료가 신선해서 자주가는 곳!! 전복버터구이는 맛있는데 좀짜서 아쉬웠어요
2789,효하우스 골목길포차,,가성비좋은 해산물포차.돌멍게 먹으러갔는데 없어서 세트주문했어요~회도신선하고 분위기도 좋고사장님도 친절하세요
2790,효하우스 골목길포차,,광어회가 찰떡처럼 쫀득하고 맛있어요세트구성 저렴하고 맛있어요
2791,효하우스 골목길포차,,좋아요
2792,홍그린 로얄 스페셜,,사운드 빵빵한 간이 야외좌석있는  홍그린로얄^^  작지만  발끝넘어 간접  햇살 느끼며 알찬 음악감상하며 커피 마실수있는 곳잔이 좋은데  ^^;;야외라 테이크아웃잔으로  주셨나봐요스벅 후문뒤 에스카레이터아래   음악나오는 곳이예요
2793,홍그린 로얄 스페셜,,수제 진짜 수제 초콜릿 맛집우아ㅜ강추 네여커피도 향이 핸드드립 느낌친절한 사장님도 감사 특별한 디저트도 있어요
2794,홍그린 로얄 스페셜,,원두 산미 있는 거로 선탹해서 드셔보세요. 여기 원두 최고에요. 요즘 유행하는 수제  두바이 초콜릿도 있길래 사봤어요. 요즘 초딩들도 두바이 초콜릿 얘기한다더라고요. 초딩 아들내미 맛있다고 합니다. 👍
2795,홍그린 로얄 스페셜,,최애 메뉴는 바나나 바닐라 쉐이크에요! 속 더부룩할때나 운동 후 가볍게 한끼 때우기도 좋고 맛있어요! 바나나 원래 안좋아하는데도 찾게 되네요 ㅎㅎ 사장님들 언제나 친절하시고 여기 초콜릿 맛집이라 가끔 기분 내고 싶을때 한두개 사서 먹으면서 가기도 해요! 술 들어간 초콜렛도 맛있었고 두바이 초코도 여기가 훨 맛있었어요! 레몬 파운드도 깔끔한 단맛이라 애정합니다 후후
2796,홍그린 로얄 스페셜,,오랜만에 방문했는데도 반갑게 맞아주셔서 넘 감사했어요^^ 비오는 아침이라 따뜻한 아메리카노가 땡겼는데 여전히 예가체프 맛과 향이 넘 좋았어요👍 수제 초콜렛이 가격도 착하고 예뻐서 제가 먹을거 사왔는데 너무 맛있었어요!! 선물 필요할때 고민없이 여기서 사면 되겠네용
2797,홍그린 로얄 스페셜,,"바나나 로얄밀크쉐이크에 꽂혔어요😍😍한여름부터 쭉 거의 매일 먹고있는것 같아요 🩷🩷사장님두분 모두 친절하시고, 커피부터 디저트 종류까지!!특히 초콜렛이랑 베이커리는 지인들 선물도 많이했는데 ✨️✨️다들 고급지고 맛도리라고✨️✨️ 어깨 뿜뿜 했어요! 내일또 갈게요😉😉"
2798,홍그린 로얄 스페셜,,해당 건물에 볼일이 있어 방문했다가 시간이 붕떠 들리게 된 카페예요 :) 아무런 정보 없이 방문했는데 이렇게 맛있는 커피와 케이크라니..👍 사장님이 너무 친절하시고 노래가 감미로우며 전에 다니던 요가학원의 후추(말티푸. 왕귀여움)를 만났어요! 이게 동네 카페의 매력이겠죠? 너무 좋은 기억들을 담아가요🧸
2799,홍그린 로얄 스페셜,,커피 맛집에서 디저트 초콜릿 맛집으로 까지 등극넘 정성스런 퀄리티의 초콜릿과 디저트 오늘도 감동 요즘 핫하다 핫한 두바이 초콜릿까지 섭렵
2800,홍그린 로얄 스페셜,,여기 커피와 초콜렛은 최고예요❤️
2801,홍그린 로얄 스페셜,,너무 오랜만에갔더니  브리오슈 대파빵등은  빠지고  소량있던 초코렛이 골고루  확  늘어났어요맛보라고주신 깔루아위스키 다크초코렛  ♡ 구움빵 (시트) 맛있었어요오랜만이라 두분 사장님이랑 수다많이떨라고하다  갈길이  멀어  전화오는바람에  나와아쉽네요 ㅎㅎ  커피 다시  굿~~~역시   홍커피는  테이크아웃 일회용기보다 머그잔에 먹을때가 더~~~좋아요
2802,사계진미 하남점,,"1인 18,500원국내산 닭갈비 + 음료 무한리필이에요 닭갈비도 너무 맛있는데 치킨도 있고 진짜 가성비 최고에요 ! 치킨 시켜 먹는 가격으로 배터지게 먹을 수 있는 곳이에요. 매장도 넓고 쾌적해요 진짜 강추 👍👍👍⭐️⭐️"
2803,사계진미 하남점,,"거여역에서 가까운 사계 진미??​올해 초 동료들과 점심때 방문하여 14,500원 무제한 리필을 먹었고 만족함이 컸지만 직장인의 정해진 점심시간 동안 닭 요리를 즐기기에는  금전, 시간 부담이 있었는데10,000원 사계 정식은 충분히 비용으로도 부담이 없고 닭갈비를 굽는 시간이 필요치 않아 시간 부담까지 사라져서 가성비 가득한 식사가 되었습니다.그때그때 만들어 낸 바삭, 부드러운 프라이드와 적절한 간장 치킨은 충분히 가치 있었고 닭곰탕과 김치 도리탕 역시 전문점 못지않게 깊은 맛을 느꼈습니다.독립된 주차장이 없다는 단점이 있지만 가성비 높은 닭 요리를 즐기기에 충분히 매력 있는 식당입니다. 추천합니다.- 소상공인 파트너 조은무나 농협은행 안문화-"
2804,사계진미 하남점,,초복을 앞두고 몸보신할 생각에 검색하다 방문한 닭갈비뷔페- 뷔페라고 절대 고기퀄리티 떨어지지 않음!! 퍽퍽부위없는 맛난 부위들로만 있어서 맛있게 먹을 수 있었고국내산이라 더 신뢰하고 먹었어요- 별미 닭곰탕도 무한리필이라 삼계탕 먹는 기분으로 든든히 잘 먹었네요!
