업종명,업소명,소재지(도로명),소재지전화
휴게음식점,yummimeal(얌이밀),경기도 하남시 미사대로 750  지하1층 (신장동  스타필드하남 백화점), 031- 982-2636
휴게음식점,앤티앤스,경기도 하남시 미사대로 750  2층 (신장동  스타필드하남 쇼핑센터),02  -587 -0955
휴게음식점,트레이더스 홀세일 클럽 스타필드 하남점(푸드서비스),경기도 하남시 미사대로 750  지하3층 (신장동  스타필드하남 쇼핑센터),031 -8069-1214
휴게음식점,하남(만)휴게소(김밥하남),경기도 하남시 중부고속도로 117  1층 (천현동),031 -796 -6709
휴게음식점,백미당 스타필드 하남점,경기도 하남시 미사대로 750  지하2층 (신장동  스타필드하남 백화점),031 -8072-1344
휴게음식점,유림회관,경기도 하남시 미사대로 750  지하2층 (신장동  스타필드 하남 백화점),031 -8072-1327
휴게음식점,아비꼬 신세계 하남점,경기도 하남시 미사대로 750  지하2층 (신장동  스타필드 하남 백화점),031 -8072-1332
휴게음식점,몬스터라운지,경기도 하남시 미사대로 750  3층 (신장동  스타필드하남 쇼핑센터 ),031 -8072-8502
휴게음식점,아리랑수제핫도그,경기도 하남시 미사대로 750  지하2층 (신장동  스타필드하남 백화점),031 -8072-1340
휴게음식점,폴 바셋 스타필드하남 1호점,경기도 하남시 미사대로 750  스타필드 하남 지층 B112호 (신장동),02  -2056-3035
휴게음식점,폴 바셋 스타필드하남 2호점,경기도 하남시 미사대로 750  2층 (신장동  스타필드하남 쇼핑센터),031 -8072-8432
휴게음식점,스넥코너,경기도 하남시 고골로 162  1층 (하사창동),
휴게음식점,boil(보일),경기도 하남시 미사강변대로 212  1층 115호 (망월동  미사센트럴프라자),031 -792 -8055
휴게음식점,(주)래딕스플러스 스무디킹 스타필드 하남점,경기도 하남시 미사대로 750  2층 (신장동  스타필드하남 쇼핑센터 ),02  -7068-715
휴게음식점,스타벅스 신세계하남 2F,경기도 하남시 미사대로 750  1층 (신장동  스타필드하남 백화점),02  -3015-1180
휴게음식점,스타벅스 스타필드하남 1F(티바나),경기도 하남시 미사대로 750  스타필드 하남 지하1층 (신장동),031 -8072-8283
휴게음식점,스타벅스 스타필드하남2FR,경기도 하남시 미사대로 750  스타필드 하남 2층 1170호 (신장동),02  -3015-1180
휴게음식점,배스킨라빈스 하남미사점,경기도 하남시 미사강변대로 228  104호 (망월동  미사메디프라자),031 -795 -3458
휴게음식점,예픔 커피(신세계하남점),경기도 하남시 미사대로 750  지하2층 (신장동  스타필드하남 백화점),
휴게음식점,젤라띠젤라띠 스타필드 하남점(Gelati Gelati),경기도 하남시 미사대로 750  스타필드 하남 지하1층 (신장동),031 -8072-8285
휴게음식점,스타필드 공차,경기도 하남시 미사대로 750  스타필드 하남 지하1층 (신장동),031 -8072-8286
휴게음식점,대보건설(주) 서하남 행복드림(CU),경기도 하남시 서울외곽순환고속도로 19  1층 (춘궁동  서하남휴게소),02  -3016-9100
휴게음식점,cu하남 감북점,경기도 하남시 감초로 41  1층 (감북동),02  -470 -2958
휴게음식점,티버즈카페,경기도 하남시 하남대로777번길 41  1층 (신장동),
휴게음식점,쥬씨 하남미사역점,경기도 하남시 미사강변동로 95  힐스테이트 미사역 그랑파사쥬(12-1BL) 1층 1016호 (망월동),031 -792 -0978
휴게음식점,송추가마골 미사지점,경기도 하남시 미사대로 438  1층 (망월동),031 - 794-9566
휴게음식점,지에스(GS)25 하남미사점,경기도 하남시 미사강변한강로220번길 30  1층 (망월동), 031- 792-6710
휴게음식점,빨간모자피자 하남점,경기도 하남시 덕풍동로 111-50  B 104호 (덕풍동  트윈렉스 2),031 -796 -7606
휴게음식점,몽땅떡볶기,경기도 하남시 조정대로 150  R126호 (덕풍동  아이데코(하남지식산업센터)),031 -790 -1515
휴게음식점,이디야 커피,경기도 하남시 미사강변대로226번길 26  1층 103호 (망월동  미사원프라자),031 -792 -2608
휴게음식점,GS하남배다리점,경기도 하남시 서하남로 38  1층 (감북동),
휴게음식점,CU하남초이점,경기도 하남시 초이로 75 (초이동),02  -428 -1116
휴게음식점,덕풍동 빵집,경기도 하남시 덕산로 66 (덕풍동),070 -7717-2019
휴게음식점,씨유 미사점,경기도 하남시 아리수로 565-4  106호 (망월동  2상가),070 -4131-8989
휴게음식점,신전떡볶이 미사강변도시점,경기도 하남시 미사강변한강로 220 (망월동),
휴게음식점,레벨업PC,경기도 하남시 대청로 62  201호 (신장동  백조현대아파트 상가동 117동),
휴게음식점,배스킨라빈스 미사센트럴점,경기도 하남시 미사강변남로 45  골든브릿지 1층 118 119호 (망월동),
휴게음식점,발밤발밤,경기도 하남시 미사강변대로226번안길 25  디럭스프라자1 1층 115호 (망월동),
휴게음식점,kevin's cafe (케빈카페),경기도 하남시 하남대로292번길 40  1층 (상산곡동),031 -795 -3703
휴게음식점,(주)세븐일레븐 하남참아름점,경기도 하남시 덕풍동로 60-1  101~102호 (덕풍동  참아름 상가동),
휴게음식점,씨유 하남검단산점,경기도 하남시 검단산로 246  1층 (창우동),
휴게음식점,이디야 하남시청점,경기도 하남시 대청로 15  107호 (신장동  오피스텔트레벨),031 -792 -6911
휴게음식점,카페 루아,경기도 하남시 검단산로 339  1층 (창우동),
휴게음식점,먹거리장터,경기도 하남시 하남대로 747  지하1층 (신장동  홈플러스 경기하남점),
휴게음식점,맥도날드(하남시청점),경기도 하남시 대청로 25  1 2층 (신장동),070 -7209-0514
휴게음식점,스타벅스커피 하남신장점,경기도 하남시 신장로 130 (덕풍동),
휴게음식점,더 페이버(The Favor),경기도 하남시 신장동로140번길 43  1층 (신장동),031 -792 -7086
휴게음식점,요거프레소 풍산점,경기도 하남시 덕풍북로 261  1층 (덕풍동),031 -791 -7529
휴게음식점,나무그늘,경기도 하남시 덕풍북로259번길 7  1층 (덕풍동),
휴게음식점,투썸 하남신장점,경기도 하남시 신장로 136  1 2층 (덕풍동),031 -795 -4177
휴게음식점,설빙 하남시청점,경기도 하남시 대청로 15  2층 201호 (신장동  동양트레벨),031 -793 -0628
휴게음식점,와플대학하남신장캠퍼스,경기도 하남시 신평로 61  1층 (신장동),031 -8028-1146
휴게음식점,스튜디오 카페 루시다,경기도 하남시 검단산로 271 (창우동),031 -792 -1851
휴게음식점,스타벅스 하남시청점,경기도 하남시 대청로 34  1 2층 (신장동),031 -795 -8724
휴게음식점,메밀만두,경기도 하남시 하남대로801번길 68  1층 (신장동),
휴게음식점,피자스쿨(하남덕풍점),경기도 하남시 신장로 169-1  1층 (덕풍동),031 -793 -8281
휴게음식점,하남커피,경기도 하남시 대청로 27  1층 (신장동), 031- 699-0005
휴게음식점,롯데리아 하남 풍산점,경기도 하남시 덕풍동로 111-50  1층 119  120  121  122호 (덕풍동  트윈렉스B동),031 -796 -0096
휴게음식점,빨간사과,경기도 하남시 하남대로 947  하남테크노밸리 U1 CENTER D동 1층 D-115b호 (풍산동),031 -794 -3350
휴게음식점,초광분식,경기도 하남시 초광로 102  1층 (광암동),
휴게음식점,키즈앤파크,경기도 하남시 대청로59번길 15-1  한국아파트상가 지하층 B1 2호 (신장동),
휴게음식점,GS25 하남 춘궁점,경기도 하남시 대성로 102  1층 (하사창동),031 -792 -1301
휴게음식점,코파카바나,경기도 하남시 아리수로 600  3층 (망월동  하남종합체육관),031 -796 -0404
휴게음식점,MANJI'S COFFEE(만지스커피),경기도 하남시 미사동로 42  1층 (미사동),031 -791 -9522
휴게음식점,더카페(이마트점),경기도 하남시 덕풍서로 70  1층 (덕풍동  이마트 매장내),031 -796 -1259
휴게음식점,3pop pc방,경기도 하남시 신평로 57  지하층 (신장동),
휴게음식점,커피앤커플,경기도 하남시 덕풍동로 111-15 (덕풍동 리치플러스 하남센터104호),031 -794 -2864
휴게음식점,감탄떡볶이(신장사거리점),경기도 하남시 신평로 46 (신장동 (1층)),031 -794 -8388
휴게음식점,투썸플레이스 하남아이테코점,경기도 하남시 조정대로 150 (덕풍동 아이테코 1층 R104호),031 -790 -1314
휴게음식점,엔제리너스 커피(하남신장사거리점),경기도 하남시 신장로 126  동부신협빌딩 1층 101호 일부호 (신장동),031 -795 -7956
휴게음식점,GS 편의점(감북점),경기도 하남시 감초로 65 (감북동 (1층)),02  -473 -4760
휴게음식점,(주)홈플러스 경기하남점,경기도 하남시 하남대로 747 (신장동 외 2필지 홈플러스 경기하남점 (지하1층)),031 -777 -7121
휴게음식점,GS25 하남 산곡점,경기도 하남시 하남대로 193 (상산곡동 (1층)),031 -795 -9232
휴게음식점,하남(만)휴게소 우동,경기도 하남시 중부고속도로 117 (천현동),031 -791 -4200
휴게음식점,하남(만)휴게소(호두과자ㆍ핫바),경기도 하남시 중부고속도로 117 (천현동),031 -791 -4200
휴게음식점,하남(만)휴게소(TOM N TOMS COFFEE),경기도 하남시 중부고속도로 117 (천현동),031 -791 -4200
휴게음식점,하남(만)휴게소(군밤. 군고구마),경기도 하남시 중부고속도로 117 (천현동),031 -796 -6709
휴게음식점,하남(만)휴게소(라면/김밥),경기도 하남시 중부고속도로 117 (천현동),031 -791 -4200
휴게음식점,GS25하남천현점,경기도 하남시 천현로134번길 3 (천현동 (1층)),031 -791 -3494
휴게음식점,신암,경기도 하남시 미사동로 75 (미사동 (1층)),031 -796 -3754
휴게음식점,배스킨라빈스(하남신장점),경기도 하남시 신장로 133 (덕풍동),031 -794 -0031
휴게음식점,로뎀,경기도 하남시 천현로 116 (천현동 외4필지(1층)),031 -796 -1004
휴게음식점,해윤(수산),경기도 하남시 신장1로9번길 74 (신장동 외 5필지(1층)),031 -795 -1681
휴게음식점,배스킨라빈스 하남이마트점,경기도 하남시 덕풍서로 70 (덕풍동 하남풍산E-MART 내(1층)),031 -796 -3144
휴게음식점,버거킹하남 이마트점,경기도 하남시 덕풍서로 70 (덕풍동 하남풍산E-MART 내(1층)),031 -795 -0237
휴게음식점,(주)와이오케이푸드,경기도 하남시 덕풍서로 70 (덕풍동 하남풍산 E-MART 내(2층)),031 -524 -1053
휴게음식점,(주)와이오케이푸드 이마트 하남점 회/초밥,경기도 하남시 덕풍서로 70 (덕풍동 하남풍산 E-MART 내(2층)),031 -524 -1053
휴게음식점,(주)와이오케이푸드,경기도 하남시 덕풍서로 70 (덕풍동 하남풍산 E-MART 내(2층)),031 -524 -1053
휴게음식점,(주)와이오케이푸드 이마트하남점 구이/꼬치,경기도 하남시 덕풍서로 70 (덕풍동 하남풍산 E-MART 내(2층)),031 -524 -1053
휴게음식점,(주)와이오케이푸드,경기도 하남시 덕풍서로 70 (덕풍동 하남풍산 E-MART 내(2층)),031 -524 -1053
휴게음식점,(주)와이오케이푸드 이마트 하남점 김밥류,경기도 하남시 덕풍서로 70 (덕풍동 하남풍산 E-MART 내(2층)),031 -524 -1053
휴게음식점,파파호두(하남점),경기도 하남시 신평로 87 (신장동 외1필지), 031- 795-9943
휴게음식점,(주)지에스리테일하남점,경기도 하남시 신장1로9번길 74 (신장동 외5필지(1층)),031 - 795-1682
휴게음식점,신바람난찐빵,경기도 하남시 서하남로 46-1 (감북동),  02- 479-4479
휴게음식점,하나다방,경기도 하남시 신장로 220 (덕풍동 지층), 031- 791-8111
휴게음식점,로망스,경기도 하남시 하남대로776번길 14-30 (신장동 (동서울호텔내 1층)), 031- 796-5500
휴게음식점,롯데리아 하남 신장,경기도 하남시 대청로 73  1층 (신장동), 031- 794-2023
휴게음식점,현대스넥,경기도 하남시 대청로 33  지하1층 116호 (신장동  현대베스코아 ), 031- 796-1528
휴게음식점,롯데리아하남덕풍점,경기도 하남시 신장로 147 (덕풍동 (1  2층)), 031- 795-8877
휴게음식점,마방다원,경기도 하남시 하남대로 668 (천현동  외1필지),031 -796 -3617
휴게음식점,목화다방,경기도 하남시 신장1로9번길 50 (신장동), 031- 792-5989
일반음식점,두숫놈,경기도 하남시 하남대로 795  나동 1층 일부호 (신장동),
일반음식점,해장요리전문 임사부국밥 미사점,경기도 하남시 미사강변한강로220번길 32  1층 일부호 (망월동),
일반음식점,금덕푸드,경기도 하남시 미사대로 750  스타필드 하남 신세계백화점 하남점 지1층 일부호 (신장동),
일반음식점,일삼삼 숙성구이전문점 미사본점,경기도 하남시 미사강변한강로342번길 22  1층 일부호 (망월동),
일반음식점,바이더크릭(by the creek),경기도 하남시 미사강변북로30번안길 24  1층 (망월동),
일반음식점,청담곱떡 미사점,경기도 하남시 미사강변한강로220번길 32  1층 일부호 (망월동),
일반음식점,유월분식,경기도 하남시 역말로 47  1층 일부호 (덕풍동),
일반음식점,요커(yo.kr) 미사역점,경기도 하남시 미사강변동로 85  힐스테이트 에코 미사 1층 122호 (망월동),
일반음식점,강창구 찹쌀 진순대(하남 풍산역점),경기도 하남시 덕풍서로 80  빌리브하남 1층 110호 (덕풍동),
일반음식점,모카앤모카번,경기도 하남시 신장로 195  1층 일부호 (덕풍동),
일반음식점,돌우물집(하남풍산역점),경기도 하남시 덕풍서로 80  빌리브하남 1층 111호 (덕풍동),
일반음식점,카멜레온 다이닝(CHAMELEON DINING),경기도 하남시 미사강변중앙로 193  에코브리지 2층 208호 (망월동),
일반음식점,지아(ZIA),경기도 하남시 미사강변중앙로204번길 45  성산타워플러스 3층 301호 (망월동),
일반음식점,낙원할머니뼛칼 본점,경기도 하남시 검단로 28  선정빌딩 2층 일부호 (하산곡동),
일반음식점,하남 찰리황,경기도 하남시 미사강변대로 48  해든마루빌딩 1층 109 110 111호 (풍산동),
일반음식점,청록 미나리식당 미사강변점,경기도 하남시 미사강변한강로 135  미사강변 스카이폴리스 2층 다 230 231 232호 (망월동),
일반음식점,장혁민의 부대찌개 하남점,경기도 하남시 미사강변대로34번길 120  미사주차장 1층 109호 일부호 (풍산동),
일반음식점,통통돼지삼겹살,경기도 하남시 미사대로 550  현대지식산업센터 한강미사 1층 OC01-0028호 (덕풍동),
일반음식점,미처둑어,경기도 하남시 미사강변대로34번길 100  미사타워 1층 109호 (풍산동),
일반음식점,일미정,경기도 하남시 미사강변동로 95  힐스테이트 미사역 그랑파사쥬(12-1BL) 1층 1046  1047호 (망월동),
일반음식점,혼밥선생,경기도 하남시 미사강변중앙로7번안길 25  u-테크밸리 1층 D-112 113호 일부호 (풍산동),
일반음식점,다복향 마라탕,경기도 하남시 미사강변남로 45  골든브릿지 1층 104호 (망월동), 031- 794-6670
일반음식점,서울앤틱,경기도 하남시 덕풍북로259번길 19-10  1층 일부호 (덕풍동),
일반음식점,만두맨,경기도 하남시 미사대로 750  스타필드 하남 2층 일부호 (신장동),
일반음식점,꼬챙이,경기도 하남시 미사강변중앙로 157  리버테라스 3층 301-1호 (망월동),
일반음식점,미분당 미사역점,경기도 하남시 미사강변동로 82  서건 미사 메트로타워 1층 107호 (망월동),
일반음식점,뽁당볶음밥 미사점,경기도 하남시 미사강변대로 62  바토프라자 1층 108호 일부호 (풍산동),
일반음식점,짜글이주의보 미사점,경기도 하남시 미사강변대로 62  바토프라자 1층 108 일부호 (풍산동),
일반음식점,슬로우캘리 하남미사점,경기도 하남시 미사강변중앙로 180  힐스테이트 미사역 그랑파사쥬(11-1BL) 1층 1021호 (망월동),
일반음식점,담아봄에,경기도 하남시 검단산로218번길 3  1층 일부호 (창우동),
일반음식점,바이브,경기도 하남시 미사강변중앙로204번길 45  성산타워플러스 1층 101호 (망월동),
일반음식점,제주민족,경기도 하남시 미사강변동로 121  더랜드시티 1층 104호 (망월동),
일반음식점,5301%(오삼공일퍼센트),경기도 하남시 감일로102번길 20  1층 일부호 (감일동),
일반음식점,송담추어탕,경기도 하남시 검단산로218번길 20  1층 일부호 (창우동),
일반음식점,스타클럽 5 푸드풋팅(star club 5 food futting),경기도 하남시 미사강변중앙로 220  우성미사타워 2층 202 203호 (망월동),
일반음식점,소주물 하남시청점,경기도 하남시 하남대로776번길 61-10  1층 (신장동),
일반음식점,더피쉬워크샵,경기도 하남시 미사강변동로 95  힐스테이트 미사역 그랑파사쥬(12-1BL) 지1층 B1049호 (망월동),
일반음식점,아삭아삭,경기도 하남시 감일백제로180번길 17  퀸즈에비뉴 1층 108호 (감이동),
일반음식점,스텔라 떡볶이(경기하남미사점),경기도 하남시 미사강변대로226번길 26  미사원프라자 1층 105호 (망월동),
일반음식점,다이닝원,경기도 하남시 미사대로 1020  2층 일부호 (배알미동),
일반음식점,모심,경기도 하남시 미사강변중앙로170번길 12  미사신성타워 1층 103 104호 (망월동),
일반음식점,한솥도시락 하남감일점,경기도 하남시 감일백제로180번길 17  퀸즈에비뉴 1층 125호 (감이동),
일반음식점,짜글이 생각,경기도 하남시 미사강변대로226번길 26  미사원프라자 1층 104호 (망월동),
일반음식점,람스키친,경기도 하남시 아리수로 570  효성헤링턴타워더퍼스트 1층 1037호 (망월동),
일반음식점,시크릿푸드,경기도 하남시 신우실로 100  현대 테라타워 감일 지1층 비119호 (감이동),
일반음식점,짬뽕관 하남미사점,경기도 하남시 미사강변중앙로 180  힐스테이트 미사역 그랑파사쥬(11-1BL) 1층 1012 1013 1014호 (망월동),
일반음식점,얌얌??,경기도 하남시 미사강변중앙로198번길 35  우성르보아리버 1층 104호 일부호 (망월동),
일반음식점,하나참치&스시,경기도 하남시 미사강변중앙로 217  미사 호수의아침 2층 204호  지2층 B204호 (망월동),
일반음식점,주덜트,경기도 하남시 미사강변동로 95  힐스테이트 미사역 그랑파사쥬(12-1BL) 1층 1035호 (망월동),
일반음식점,김그릭(Kim Greek),경기도 하남시 미사강변한강로 135  미사강변 스카이폴리스 나동 154호 (망월동),
일반음식점,연족,경기도 하남시 미사강변중앙로 226  우성르보아파크 1층 129호 (망월동),
일반음식점,검단 김밥,경기도 하남시 미사강변동로 95  힐스테이트 미사역 그랑파사쥬(12-1BL) 지하1층 B1020호 (망월동), 031- 796-7906
일반음식점,와쿠와쿠,경기도 하남시 미사강변중앙로 190  하남미사 롯데캐슬 스타 1층 143호 (망월동),
일반음식점,무궁화주택 하남미사점,경기도 하남시 미사강변중앙로170번길 10  신성프라자 1층 108 109호 (망월동),
일반음식점,꽈배기앤닭강정,경기도 하남시 미사강변중앙로 180  힐스테이트 미사역 그랑파사쥬(11-1BL) 1층 1016호 (망월동),
일반음식점,낭만포차,경기도 하남시 수리북로13번길 6  1층 일부호 (덕풍동),
일반음식점,스시동해,경기도 하남시 미사강변중앙로170번길 10  신성프라자 3층 305호 (망월동),
일반음식점,미사 참숯불갈비,경기도 하남시 미사강변한강로 290-3  미사강변도시씨3단지 상가2동 1층 119호 (망월동),
일반음식점,불꾸러기,경기도 하남시 미사강변서로 45  상가307동 지1층 114호 (풍산동  미사강변동원로얄듀크),
일반음식점,처갓집양념치킨 북위례점,경기도 하남시 위례대로6길 20-2  위례 호반써밋 301동 1층 108호 (학암동),
일반음식점,마장동고기집 미사점,경기도 하남시 미사강변대로226번안길 17  뉴욕프라자 1층 105  106  107  108호 (망월동),
일반음식점,망월김밥,경기도 하남시 미사강변대로226번길 9  송하빌딩 1층 102호 (망월동),
일반음식점,하남 아트푸드2,경기도 하남시 신장로184번길 24  1층 일부호 (덕풍동),
일반음식점,보배반점 하남미사점,경기도 하남시 미사강변중앙로 11  두산 더프론트 미사 2층 202 203 204호 (풍산동),
일반음식점,탁,경기도 하남시 미사강변한강로 270-1  미사역 호반 써밋 201동 1층 1-184호 (망월동),
일반음식점,모토이시 하남 미사점,경기도 하남시 미사강변중앙로 180  힐스테이트 미사역 그랑파사쥬(11-1BL) 1층 1028  1060호 (망월동),
일반음식점,하남 인생게장,경기도 하남시 하남대로 1043-20  2층 205 206호 (풍산동),
일반음식점,올드몬트 베이글(The OLD MONT Bagel),경기도 하남시 감일중앙로 80  1091호 (감이동  감일 푸르지오 마크베르),
일반음식점,북촌골,경기도 하남시 미사대로 550  현대지식산업센터 한강미사 1층 0C01-0074호 (덕풍동),
일반음식점,참치정육점 닌자,경기도 하남시 하남대로784번길 28  1층 일부호 (신장동),
일반음식점,미사 숯불 갈비,경기도 하남시 미사강변중앙로158번길 27  이화미사타워 1층 101 102호 (망월동),
일반음식점,알커피(Rcoffee),경기도 하남시 신평로61번길 17  1층 일부호 (신장동),
일반음식점,초록e,경기도 하남시 미사강변중앙로 221  센트럴파크2 1층 106호 (망월동),
일반음식점,(주)더클래스골프,경기도 하남시 미사강변중앙로 11  두산 더프론트 미사 2층 218호 일부호 (풍산동),
일반음식점,돈미품 프리미엄삼겹(하남점),경기도 하남시 미사강변대로54번길 75  홍우프라자 2층 202호 일부호 (풍산동),
일반음식점,고려통닭,경기도 하남시 미사강변중앙로 189  에코브리지2 1층 117호 (망월동),
일반음식점,바른식탁,경기도 하남시 미사강변대로 52  미사강변블루 1층 112호 (풍산동),
일반음식점,에스에이치제이지점(휴식당),경기도 하남시 미사대로 510  한강미사 아이에스비즈 1층 120호 일부호 (덕풍동),
일반음식점,인생아구찜 미사점,경기도 하남시 미사강변중앙로 220  우성미사타워 1층 109호 (망월동),
일반음식점,큰집닭강정 위례점,경기도 하남시 위례대로6길 95  지1층 206호 (학암동  위례포레자이),
일반음식점,팔덕식당,경기도 하남시 미사강변북로30번길 102  1층 일부호 (망월동),
일반음식점,두번먹는 명인 김치찜,경기도 하남시 미사강변북로30번길 102  1층 일부호 (망월동),
일반음식점,30년 불멸의 닭발,경기도 하남시 미사강변북로30번길 102  1층 일부호 (망월동),
일반음식점,마린보이 코다리1번가(망월점),경기도 하남시 미사강변북로30번길 19  1층 (망월동),
일반음식점,포도 앤 보리,경기도 하남시 하남대로784번길 40-2  1층 일부호 (신장동),
일반음식점,한라맥주 미사신도시점,경기도 하남시 미사강변중앙로 164  미타워 1층 111호 (망월동),
일반음식점,준이네 숯불닭갈비,경기도 하남시 미사강변한강로 270-1  미사역 호반 써밋 201동 1층 1-186호 (망월동),
일반음식점,안동 해장국,경기도 하남시 하남대로 947  하남테크노밸리 U1 CENTER 1층 D-117  D-118b호 (풍산동),
일반음식점,주식회사 킹세라믹,경기도 하남시 천현로 27-1  1층 (신장동),
일반음식점,프리티플레저,경기도 하남시 미사강변중앙로 190  하남미사 롯데캐슬 스타 2층 216호 (망월동),
일반음식점,해피푸드,경기도 하남시 신장1로22번길 5  1층 일부호 (신장동),
일반음식점,빈타그런스 브루잉 바,경기도 하남시 미사강변중앙로 190  하남미사 롯데캐슬 스타 2층 253호 (망월동),
일반음식점,까망김밥,경기도 하남시 감일중앙로 80  1층 1014호 (감이동  감일 푸르지오 마크베르),
일반음식점,한스푸드,경기도 하남시 조정대로 150  아이테코 지1층 RB132 일부호 (덕풍동),
일반음식점,헌터스문,경기도 하남시 미사강변한강로 155  미사강변 SK V1 center 1층 115 116 117호 (망월동),
일반음식점,이찌방 라멘 VS 팟타이,경기도 하남시 미사대로 456  라파르코 1층 106호 (망월동),
일반음식점,85:15 파로이로피자(Paroiro Pizza&Pasta),경기도 하남시 미사강변대로 48  해든마루빌딩 7층 701~707호 (풍산동),
일반음식점,돌깨마을맷돌순두부 하남미사점,경기도 하남시 미사대로 550  현대지식산업센터 한강미사 2층 0C02-0064 0C02-0065호 (덕풍동),
일반음식점,하꼬초밥,경기도 하남시 감일로102번길 27  감일중앙프라자 1층 102호 (감일동),
일반음식점,구가네 닭강정 호프,경기도 하남시 미사강변한강로 270-1  미사역 호반 써밋 201동 1층 1-192호 (망월동),
일반음식점,베르온,경기도 하남시 미사강변중앙로 157  리버테라스 1층 112 113호 (망월동),
일반음식점,묵삼 미사역점,경기도 하남시 미사강변중앙로 218  성산타워 1층 110호 (망월동),
일반음식점,부자밀면,경기도 하남시 미사강변중앙로 190  하남미사 롯데캐슬 스타 1층 141호 (망월동),
일반음식점,노모어 피자 하남시청역점,경기도 하남시 하남대로 830-1  B1층 B113호 (덕풍동),
일반음식점,인간의 냉면,경기도 하남시 미사강변중앙로7번안길 25  u-테크밸리 1층 A-104호 (풍산동),
일반음식점,하남 터미널,경기도 하남시 신우실로 71  애플타워 1층 108호  109호 (감일동),
일반음식점,바나나,경기도 하남시 미사강변중앙로 164  미타워 2층 205호 (망월동),
일반음식점,이비온,경기도 하남시 동남로 385  2층 일부호 (감일동),
일반음식점,하이타치 하남점,경기도 하남시 신우실로 71  애플타워 1층 110호 (감일동),
일반음식점,덕풍회관,경기도 하남시 수리북로 10  1층 (덕풍동),
일반음식점,99갈비,경기도 하남시 미사대로 540  현대지식산업센터 한강미사2차(26BL) 근린생활시설동 1층 BC01-026  BC01-028~031호 (덕풍동),
일반음식점,손님상,경기도 하남시 미사강변동로 73  미사강변 노블레스 1층 122  123호 (망월동), 031- 795-6561
일반음식점,한신우동,경기도 하남시 미사강변중앙로 190  하남미사 롯데캐슬 스타 1층 120호 (망월동),
일반음식점,아담만두(미사점),경기도 하남시 미사강변동로 95  힐스테이트 미사역 그랑파사쥬(12-1BL) 1층 1137호 (망월동),
일반음식점,펄 크라운,경기도 하남시 덕풍북로 37  지오빌딩 1층 일부호 (덕풍동),
일반음식점,짱이네,경기도 하남시 하남대로776번길 5  1층 일부호 (신장동),
일반음식점,방배동 할매쭈꾸미 하남미사점,경기도 하남시 미사강변한강로 295  하남미사 롯데캐슬 헤븐시티 Ⅱ 1층 136호 (망월동),
일반음식점,탐나는 피자 하남점,경기도 하남시 신장1로33번길 41  1층 일부호 (신장동),
일반음식점,윈터포레스트1224(Winter Forest 1224),경기도 하남시 검단산로 267  1층 (창우동),
일반음식점,해사랑 간장게장 생선구이,경기도 하남시 신장로 97  1층 일부호 (신장동),
일반음식점,비비드홀덤펍,경기도 하남시 미사강변동로 85  힐스테이트 에코 미사 2층 201 202호 (망월동),
일반음식점,스마일식당,경기도 하남시 위례학암로14번길 18  하남 위례 서미프라자 2층 201호 (학암동),
일반음식점,어웨이크,경기도 하남시 동남로438번길 102  1층 (감일동),
일반음식점,하이롤러 미사,경기도 하남시 미사강변중앙로204번길 11  마들렌 2층 201호 (망월동),
일반음식점,게이트브릿지,경기도 하남시 미사강변중앙로204번길 11  마들렌 2층 201호 일부 208호 (망월동),
일반음식점,대동면옥 올림픽공원직영점,경기도 하남시 감일남로 30  1층 (감일동),
일반음식점,류이젠,경기도 하남시 미사대로 750  스타필드 하남 2층 일부호 (신장동),
일반음식점,주양한식뷔페,경기도 하남시 하남대로 231  1층 일부호 (상산곡동),
일반음식점,하남식당,경기도 하남시 신평로 75  지1층 일부호 (신장동),
일반음식점,하이 노가리,경기도 하남시 미사강변중앙로 161  미사파크뷰 1층 116호 (망월동),
일반음식점,소소밀 베이커리(SoSoMeal Bakery),경기도 하남시 신장동로29번안길 19  1층 103호 일부호 (신장동),
일반음식점,나타 커피 하우스,경기도 하남시 하남유니온로 10  근린생활시설동 1층 101호 (신장동  하남 호반 써밋 에듀파크),
일반음식점,라이크어시네마 하남미사점,경기도 하남시 미사강변중앙로 226  우성르보아파크 1층 118호 (망월동),
일반음식점,간난이네,경기도 하남시 신장1로3번길 18  1층 일부호 (신장동),
일반음식점,주식회사 정도에프앤비,경기도 하남시 산곡동로 7  지1층  1층 (하산곡동),
일반음식점,조선부뚜막 하남감일점,경기도 하남시 감일백제로180번길 17  퀸즈에비뉴 122  123호 (감이동),
일반음식점,오고가 미사점,경기도 하남시 미사강변남로 87  스타파크 2층 205호 (망월동),
일반음식점,미사 메밀관,경기도 하남시 미사강변한강로 270-1  미사역 호반 써밋 201동 1층 제1-136호 137호 138호 (망월동),
일반음식점,한솥 미사역9번출구점,경기도 하남시 미사강변동로 81  미사역 큐브앤 타워 1층 108호 (망월동),
일반음식점,죽에 진심,경기도 하남시 미사강변중앙로 226  우성르보아파크 1층 132호 일부호 (망월동),
일반음식점,만월닭강정,경기도 하남시 신평로 44  1층 일부호 (신장동),
일반음식점,심플레이스 하남점,경기도 하남시 미사강변한강로 295  하남미사 롯데캐슬 헤븐시티 Ⅱ 1층 112~115호 (망월동),
일반음식점,쿠키한입,경기도 하남시 위례대로 220  위례 지웰푸르지오 상가동 1층 118호 (학암동),
